"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
4129,"Volusia County Unincorporated","Volusia","Florida","B-6","Highway Interchange Commercial","Commercial","Special Commercial",True,False,False,True,False
4129,"Volusia County Unincorporated","Volusia","Florida","MH-5C","Urban Mobile Home","Residential","Single Family",True,False,False,True,False
1742,"Allen","Collin","Texas","PD-101","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1762,"Pompano Beach","Broward","Florida","TO-EOD","Transit Oriented","Special","Special",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-654","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1742,"Allen","Collin","Texas","PD-129","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1742,"Allen","Collin","Texas","PD-133","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2742,"Winter Haven","Polk","Florida","C-3","Commercial Highway","Commercial","Special Commercial",True,False,False,True,False
1742,"Allen","Collin","Texas","PD-2","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1742,"Allen","Collin","Texas","PD-48","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1742,"Allen","Collin","Texas","PD-54","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3304,"Cloverdale","Sonoma","California","P-D/16","Creekside Planned Unit Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
1742,"Allen","Collin","Texas","PD-66","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
4128,"Brevard County Unincorporated","Brevard","Florida","RVP","Recreational Vehicle Park","Residential","Single Family",True,False,False,True,False
1762,"Pompano Beach","Broward","Florida","CF","Community Facilities","Special","Special",True,False,False,True,False
216,"San Francisco","San Francisco","California","RED","Residential Enclave","Residential","Special",True,False,False,True,False
62,"Whittier","Los Angeles","California","C-O(UD)","Commercial Office","Commercial","Office",False,False,False,True,False
57,"West Covina","Los Angeles","California","MF-15","Residential 15 Du Ac","Residential","Multi Family",True,False,True,True,False
1750,"Lee County Unincorporated","Lee","Florida","TF-1","Residential Two Family","Residential","Two Family",True,True,False,True,False
202,"San Antonio","Bexar","Texas","PUD","Planned Unit Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
623,"Holly Hill","Volusia","Florida","B-1","Professional Office Hospital Medical District","Commercial","Office",True,False,False,True,False
1968,"Simi Valley","Ventura","California","RPD-6.1(SP)","Residential Planned Development Specific Plan","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1968,"Simi Valley","Ventura","California","MH(SP)","Mobile Home Specific Plan","Special","Special",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-72","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1522,"San Mateo","San Mateo","California","C4-0.5","Service Commercial","Commercial","Retail Commercial",True,False,False,True,False
118,"Irwindale","Los Angeles","California","COH","City Of Hope Specific Plan","Special","Special",NULL,NULL,NULL,NULL,NULL
74,"Diamond Bar","Los Angeles","California","SUB-PA4","Planning Area 4","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2690,"Margate","Broward","Florida","CF-1","Community Facilities","Special","Special",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-305","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
54,"Inglewood","Los Angeles","California","HPSP","Hollywood Park Specific Plan","Special","Special",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-470","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2383,"Roseville","Placer","California","HDR","High Density Residential","Residential","Multi Family",NULL,NULL,True,NULL,NULL
2676,"Tracy","San Joaquin","California","RE","Residential Estate Zone","Residential","Single Family",True,False,False,True,False
2383,"Roseville","Placer","California","HDR-13.6","High Density Residential 13.6 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
211,"Dallas","Dallas","Texas","PD-634","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2383,"Roseville","Placer","California","HDR-30.6","High Density Residential 30.6 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
2383,"Roseville","Placer","California","LDR-3.1","Low Density Residential 3.1 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
2383,"Roseville","Placer","California","LDR-4","Low Density Residential 4 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
625,"New Smyrna Beach","Volusia","Florida","R-2A","Single Family Detached And Attached Residential","Residential","Single Family",True,False,False,True,False
2383,"Roseville","Placer","California","LDR/FP-2.5","Low Density Residential Floodplain 2.5","Residential","Multi Family",NULL,NULL,True,NULL,NULL
208,"Austin","Travis","Texas","I-MF-2","Multifamily Residence Limited Density","Residential","Multi Family",NULL,NULL,True,NULL,NULL
2641,"Deerfield Beach","Broward","Florida","C-1c","Commercial Warehouse","Commercial","Special Commercial",True,False,False,True,False
906,"Hillsborough County Unincorporated","Hillsborough","Florida","CPV-B-2","Citrus Park Village","Special","Special",NULL,NULL,NULL,NULL,NULL
1532,"Contra Costa Unincoporated","Contra Costa","California","C, -X","General Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
2556,"Waxahachie","Ellis","Texas","SF","Single Family","Residential",NULL,True,NULL,NULL,NULL,NULL
1522,"San Mateo","San Mateo","California","E2-2/R5","Executive Offices","Commercial","Office",True,False,False,True,False
2659,"Pittsburg","Contra Costa","California","RS-4","Single Family Residential","Residential","Single family",True,False,False,True,False
1534,"Marin County Unincorporated","Marin","California","A2-B4","Agriculture Limited","Agricultural","Agriculture",True,False,False,True,False
2671,"Ventura","Ventura","California","RPD-16","Residential Planned Development 16","Planned","Planned",True,True,True,True,False
1923,"Nassau County Unincorporated","Nassau","Florida","WATER","WATER","Special","Special",NULL,NULL,NULL,NULL,NULL
2684,"Antioch","Contra Costa","California","M-2","Heavy Industrial","Industrial","Industrial",False,False,False,True,False
2679,"Riviera Beach","Palm Beach","Florida","DC","Downtown Core District","Commercial","Core Commercial",True,False,True,True,False
2684,"Antioch","Contra Costa","California","PBC","Planned Business Center","Planned","Planned",False,False,False,True,False
2684,"Antioch","Contra Costa","California","R-10T","Medium Density Residential 6 To 10 Dwelling Unit Per Acre Manufactured Housing Combining","Residential","Single Family",True,True,True,True,False
1543,"Tustin","Orange","California","MHP","Mobile Home Park","Residential","Single Family",True,False,False,True,False
1544,"Rancho Santa Margarita","Orange","California","CG","Commercial General","Commercial","General Commercial",False,False,False,True,False
2661,"Yuba","Sutter","California","C-2","Community Commercial","Commercial","Neighborhood Commercial",True,False,True,True,False
2734,"Weston","Broward","Florida","R-2","Single Family Residential","Residential","Single Family",True,False,False,False,False
1518,"San Anselmo","Marin","California","R-3","High Density Residential","Residential","Multi Family",True,False,True,True,False
211,"Dallas","Dallas","Texas","PD-837","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2770,"Santa Maria","Santa Barbara","California","PD/R-1-6500","Planned Development Single Family Residential 6500","Planned","Planned",True,False,False,True,False
2764,"League City","Galveston","Texas","RSF-10","Residential Single Family 10","Residential","Single Family",True,False,False,True,False
654,"Boca Raton","Palm Beach","Florida","CHO","Commercial High Office","Commercial","Special Commercial",False,False,False,True,False
3234,"Rockledge","Brevard","Florida","R3","Multi Family High Density Capacity Of 14 Dwelling Units Per Acre","Residential","Multi Family",True,True,True,True,False
2848,"Odessa","Ector","Texas","SP-D-DR","Special Dwelling District Drill Reservation","Residential","Single Family",True,True,False,True,False
906,"Hillsborough County Unincorporated","Hillsborough","Florida","SPI-AP-5","Special Public Interest - Airport","Special","Special",NULL,NULL,NULL,NULL,NULL
2024,"Gulfport","Pinellas","Florida","WRD","Waterfront Redevelopment District","Special","Special",NULL,NULL,NULL,NULL,NULL
1691,"Leander","Williamson","Texas","PUD-SF","Planned Unit Development Single Family","Planned","Planned",True,NULL,NULL,NULL,NULL
92,"Agoura Hills","Los Angeles","California","CR","Commercial Recreation","Commercial","Special Commercial",False,False,False,True,False
2718,"Rocklin","Placer","California","PD-11","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2960,"Thousand Oaks","Ventura","California","T-P-D","Trailer Park Development Zones","Special","Special",True,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RS-B-8","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
50,"El Monte","Los Angeles","California","PF","Public Facility","Special","Special",False,False,False,True,False
3424,"Jarrell","Williamson","Texas","SF-1","Low Density Residential","Residential",NULL,True,False,False,True,False
359,"Sunnyvale","Santa Clara","California","DSP-18","Downtown Specific Plan 18","Special","Special",True,False,True,True,False
2848,"Odessa","Ector","Texas","CB-1","Central Business District 1","Commercial","Core Commercial",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-514","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1908,"Placer County Unincorporated","Placer","California","AP-Ds-AO","AIRPORT","Special","Special",NULL,NULL,NULL,NULL,NULL
631,"Port Orange","Volusia","Florida","R-2D","Two Family Residential District","Residential","Two Family",True,True,False,True,False
106,"Maywood","Los Angeles","California","OS","Open Space","Special","Special",False,False,False,True,False
3086,"Royal Palm Beach","Palm Beach","Florida","OS","Open Space And Conservation District","Special","Special",NULL,NULL,NULL,NULL,NULL
2690,"Margate","Broward","Florida","R-2","Two Family Dwelling","Residential","Multi Family",True,True,True,True,False
4128,"Brevard County Unincorporated","Brevard","Florida","SEU","Suburban Estate Residential Use","Residential","Single Family",True,False,False,True,False
2696,"Berkeley","Alameda","California","C-N","Neighborhood Commercial","Commercial","Neighborhood Commercial",True,True,True,True,True
3474,"Greenacres","Palm Beach","Florida","RM-2","Residential Medium Density","Residential","Single Family",True,True,True,True,False
55,"Santa Clarita","Los Angeles","California","CR","Regional Commercial","Commercial","Retail Commercial",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-617","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3937,"Charlotte County Unincorporated","Charlotte","Florida","RMF-3.5","Residential Multifamily 3.5","Residential","Multi Family",True,True,True,True,False
56,"Torrance","Los Angeles","California","C1-PP","Retail Commercial Precise Plan","Special","Special",True,False,False,True,False
56,"Torrance","Los Angeles","California","H-DA1","Hawthrone Blvd Del Amo Business Sub District One","Commercial","Special Commercial",NULL,NULL,NULL,True,NULL
3987,"Martinez","Contra Costa","California","M-PA/C-I","Mixed Use Professional And Administrative Office Controlled Industrial","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
56,"Torrance","Los Angeles","California","HMD","Hospital Medical Dental","Special","Special",False,False,False,True,False
3980,"St Lucie County Unincorporated","St. Lucie","Florida","PMUD","Planned Mixed Use Development","Planned","Planned",True,False,False,False,False
1906,"Nevada County Unincorporated","Nevada","California","AG-10-ME","General Agricultural","Agricultural",NULL,NULL,NULL,NULL,NULL,NULL
2838,"Delano","Kern","California","R-1","Single Family Residential","Residential",NULL,True,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","F-B-X 5 AC. MIN.","AG","Special","Special",NULL,NULL,NULL,NULL,NULL
100,"Hawaiian Gardens","Los Angeles","California","C","Civic","Special","Special",False,False,False,True,False
65,"Hawthorne","Los Angeles","California","TIO","Trucking Intensive Overlay","Overlay","Overlay",NULL,NULL,NULL,NULL,NULL
71,"Pico Rivera","Los Angeles","California","PUD","Planned Residential Unit Development","Planned","Planned",True,False,False,True,False
623,"Holly Hill","Volusia","Florida","MPUD","Mixed Use Planned Unit Development","Planned","Planned",False,False,False,False,False
3139,"El Lago","Harris","Texas","Zone D","Club or Public Facility District","Special","Special",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-496","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3616,"Lake Hamilton","Polk","Florida","C-1","Highway Commercial","Commercial","Special Commercial",True,False,False,True,False
77,"Baldwin Park","Los Angeles","California","DCO","Downtown Corridor","Mixed","Mixed Use",NULL,NULL,NULL,NULL,NULL
624,"Lake Helen","Volusia","Florida","GCD","Gateway Commercial District","Commercial","Special Commercial",False,False,False,True,False
654,"Boca Raton","Palm Beach","Florida","PCD/RB1","Planned Community District","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1523,"San Rafael","Marin","California","HO","Ho","Overlay","Overlay",NULL,NULL,NULL,NULL,NULL
84,"Claremont","Los Angeles","California","SP11","Specific Plan Area 11","Special","Special",False,False,False,False,False
103,"La Verne","Los Angeles","California","PR10A","Planned Residential 10 Attached Dwelling Units Per Acre","Planned","Planned",True,True,True,True,True
812,"Fountain Valley","Orange","California","GH","Garden Homes 10.8 Units Per Acre 0.5 Floor Area Ratio","Special","Special",True,True,False,True,False
3255,"Rockwall","Rockwall","Texas","PD-20","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
2918,"Bonita Springs","Lee","Florida","C-1","Commercial","Commercial","General Commercial",True,True,True,True,False
1682,"Round Rock","Williamson","Texas","PF-2","Public Facilities Medium Intensity","Special",NULL,False,False,False,True,False
122,"Anaheim","Orange","California","SP-90-1","Festival Specific Plan","Special","Special",False,False,False,True,False
62,"Whittier","Los Angeles","California","R-1","Single Family Residential","Residential","Single Family",True,False,False,True,False
104,"Lomita","Los Angeles","California","R1-7000","Single Family Residential 7000","Residential","Single Family",True,False,True,True,False
1079,"Southlake","Tarrant","Texas","ECZ","Employment Center District","Commercial",NULL,NULL,NULL,NULL,True,NULL
2848,"Odessa","Ector","Texas","PD-SF-DR","Planned Development Single Family Drill Reservation","Planned","Planned",True,True,True,True,False
74,"Diamond Bar","Los Angeles","California","C-3","Regional Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-426","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","CD-10","Conservation District","Special","Special",NULL,NULL,NULL,NULL,NULL
2740,"Lakeland","Polk","Florida","PUD-3470-M","Planned Unit Development Commercial","Planned","Planned",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-769","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
208,"Austin","Travis","Texas","CS-1-MU-CO-NP","General Commercial Services","Commercial","General Commercial",True,False,False,True,False
2529,"Mabank","Kaufman","Texas","Public","Public","Special","Special",NULL,NULL,NULL,NULL,NULL
3307,"Yucca Valley","San Bernardino","California","R-M-10","Residential Multi Family","Residential",NULL,NULL,NULL,True,NULL,NULL
211,"Dallas","Dallas","Texas","PD-353","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3574,"Miami Shores","Miami-Dade","Florida","C","Limited Commercial","Commercial","Neighborhood Commercial",False,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-4472","Planned Unit Development Single Family","Planned","Planned",True,False,False,False,False
4414,"Highlands County Unincorporated","Hardee","Florida","A-1","Airport","Special","Special",True,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-4773-T","Planned Unit Development Multiple Family","Planned","Planned",False,False,False,False,False
1516,"Redwood City","San Mateo","California","LII-S","Light Industrial Incubator Emergency Shelter","Industrial","Light Industrial",False,False,False,True,False
625,"New Smyrna Beach","Volusia","Florida","MU","Mixed Use Central Business District","Mixed","Mixed Use",True,True,True,True,False
631,"Port Orange","Volusia","Florida","R-10SF","Single Family Residential District","Residential","Single Family",True,NULL,NULL,NULL,NULL
2740,"Lakeland","Polk","Florida","PUD-5400","Planned Unit Development Single Family","Planned","Planned",True,False,False,False,False
185,"Orlando","Orange","Florida","AC-N","Activity Center Districts","Mixed","Mixed Use",True,True,True,True,False
625,"New Smyrna Beach","Volusia","Florida","R-2","Single Family Residential","Residential","Single Family",True,False,False,True,False
1499,"Foster","San Mateo","California","C-1","Neighborhood Business District","Commercial","General Commercial",False,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","C1","COM","Special","Special",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-1024","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1685,"New Braunfels","Comal","Texas","M-1","Light Industrial District","Industrial","Light Industrial",True,False,False,True,False
3040,"Desert Hot Springs","Riverside","California","I-E","Industrial Energy Production","Industrial","Industrial",False,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-5835","Planned Unit Development Commercial","Planned","Planned",False,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-5839","Planned Unit Development Office","Planned","Planned",False,False,False,False,False
1908,"Placer County Unincorporated","Placer","California","F-DR 4.6 AC. MIN.","AG","Special","Special",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-106","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3069,"Haines City","Polk","Florida","R-1-AX","Single Family Residential","Residential","Single Family",True,False,False,True,True
3942,"Lake City","Columbia","Florida","RSF/MH-2","Residential Mixed Single Family Mobile Home","Mixed","Mixed Use",True,False,False,True,False
208,"Austin","Travis","Texas","SF-1-H","Single Family Residence","Residential","Single Family",True,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-1058","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1635,"West Palm Beach","Palm Beach","Florida","TOD-25","Transit-oriented District-25","Special","Special",True,False,True,True,False
3479,"Lauderdale Lakes","Broward","Florida","RM-16","Multiple Family Medium Density","Residential",NULL,True,True,True,True,False
216,"San Francisco","San Francisco","California","PDR-1-G","Production, Distribution & Repair 1 General","Industrial","Industrial",False,False,False,True,False
79,"Glendora","Los Angeles","California","SP-ARB","Arboreta Specific Plan","Special","Special",False,False,False,False,False
68,"Norwalk","Los Angeles","California","R1","Single Family Residential","Residential","Single Family",True,False,False,True,False
70,"Monterey Park","Los Angeles","California","O-S","Open Space","Special","Special",False,False,False,True,False
1351,"Lewisville","Denton","Texas","SU","Specific Use","Special","Special",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-380","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1523,"San Rafael","Marin","California","R20","Single Family Residential District Minimum Lot Size 20000 Sq Ft","Residential","Single Family",True,True,False,True,False
53,"Palmdale","Los Angeles","California","PF-C","Public Facility Civic","Special","Special",True,False,False,True,False
189,"Oakland","Alameda","California","CIX-1A/T","West Oakland Plan Area Commercial Industrial Mix 1A Industrial Zone Business Enhancement Transport and Warehousing Combining Zone","Mixed","Mixed",NULL,NULL,NULL,True,NULL
3740,"Westlake","Palm Beach","Florida","R-2","Residential 2","Residential","Multi Family",True,False,True,True,False
1369,"Carrollton","Denton","Texas","SF-10/18","Single Family Residential District","Residential","Single Family",True,False,False,True,False
339,"Mulberry","Polk","Florida","I-L","Light Industrial","Industrial","Light Industrial",False,False,False,True,False
2575,"Loxahatchee Groves","Palm Beach","Florida","CLO","Commercial Low Office","Commercial","Office",False,False,False,True,False
4284,"Alachua","Alachua","Florida","RMF-8","Multi Family Residential","Residential","Multi Family",True,False,True,True,False
2740,"Lakeland","Polk","Florida","PUD-5819","Planned Unit Development Office","Planned","Planned",False,False,False,False,False
211,"Dallas","Dallas","Texas","PD-209","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
185,"Orlando","Orange","Florida","PD/AN/SP","Planned Development District","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2740,"Lakeland","Polk","Florida","RA-2","Single Family","Residential","Single Family",True,False,False,True,False
278,"Santa Monica","Los Angeles","California","LT","Lincoln Transition","Special","Special",True,True,False,True,False
1320,"Cedar Hill","Dallas","Texas","C","C","Special","Special",NULL,NULL,NULL,NULL,NULL
69,"Gardena","Los Angeles","California","RVSP","Redondo Village Specific Plan","Special","Special",NULL,NULL,NULL,NULL,NULL
359,"Sunnyvale","Santa Clara","California","R1.7-PD","Low Medium Density Residential Planned Development","Planned","Planned",True,True,False,True,False
2663,"Menifee","Riverside","California","CR","Commercial Retail","Commercial","Retail Commercial",False,False,False,True,False
3977,"Sarasota County Unincorporated","Sarasota","Florida","OUC/SKOD","Open Use Conservation Siesta Key Overlay District","Overlay","Overlay",NULL,NULL,NULL,NULL,NULL
1908,"Placer County Unincorporated","Placer","California","RS-B-43 PD = 2","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
3871,"Collier County Unincorporated","Collier","Florida","RMF-6-GGPOD","Residential Multiple Family 6 Golden Gate Parkway Overlay District","Overlay","Overlay",True,True,True,True,False
148,"San Jose","Santa Clara","California","CO","Commercial Office","Commercial","Office",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-325","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1079,"Southlake","Tarrant","Texas","SF30","Single Family Residential(Min 30,000 Sf lot)","Residential",NULL,True,NULL,NULL,NULL,NULL
1500,"Fremont","Alameda","California","P-84-13","Planned District","Planned","Planned",False,False,False,True,False
2664,"Vacaville","Solano","California","RL-10","Residential Low Density","Residential",NULL,NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-806","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
815,"Fullerton","Orange","California","O-P","Office Professional","Commercial","Office",True,False,False,True,False
1500,"Fremont","Alameda","California","P-87-3","Planned District","Planned","Planned",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-1019","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1654,"Chula Vista","San Diego","California","PC5RL4","Residential Low Density","Planned","Planned",False,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RA-B-100-DR","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
3255,"Rockwall","Rockwall","Texas","PD-86","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
1654,"Chula Vista","San Diego","California","PC15RM2","Mixed Use Residential","Mixed","Mixed Use",False,False,False,True,False
146,"Miami","Miami-Dade","Florida","T6-12-R","Urban Core Zone","Mixed","Mixed Use",True,True,True,True,False
1500,"Fremont","Alameda","California","R-1-8(H-I)(MP)","Residential Single Family Hillside Mission Palms Overlay","Overlay","Overlay",True,True,False,True,False
1968,"Simi Valley","Ventura","California","RL(H)","Residential Low Density Horse Overlay","Overlay","Overlay",True,False,False,True,False
217,"San Diego","San Diego","California","IP-3-1","IP-3-1 Industrial Park","Industrial",NULL,True,False,True,True,False
3965,"Interlachen","Putnam","Florida","C-1","Commercial Neighborhood","Commercial","Neighborhood Commercial",True,False,False,True,False
1507,"Menlo Park","San Mateo","California","M2","General Industrial District","Industrial","Industrial",False,False,False,True,False
1505,"Los Altos","Santa Clara","California","CT","Commercial Thoroughfare","Commercial","Special Commercial",False,False,True,True,False
1507,"Menlo Park","San Mateo","California","C4","General Commercial District","Commercial","General Commercial",False,False,False,True,False
1506,"Los Gatos","Santa Clara","California","RD","Duplex Residential","Residential","Two Family",True,True,False,True,False
1508,"Mill Valley","Marin","California","RS-7.5","Single Family Residential Minimum 7500 Sf","Residential","Single Family",True,False,False,True,False
1512,"Novato","Marin","California","R1-20","Low Density Residential","Residential","Single Family",True,False,False,True,False
249,"Sierra Madre","Los Angeles","California","OS","Open Space","Special","Special",False,False,False,True,False
2994,"Oceanside","San Diego","California","D-13","Downtown 13","Mixed","Mixed Use",False,False,True,True,False
3977,"Sarasota County Unincorporated","Sarasota","Florida","RE-1","Residential Estate 1","Residential","Single Family",True,False,False,True,False
1511,"Newark","Alameda","California","CMU","Commercial Mixed Use","Mixed","Mixed Use",True,True,True,True,False
2770,"Santa Maria","Santa Barbara","California","PD/R-1-9000","Planned Development Single Family Residential 9000","Planned","Planned",True,False,False,True,False
1764,"Clovis","Fresno","California","R-4","High Density Multiple Family Residential 1 Unit Per 1000 Square Feet","Residential","Multi Family",False,False,True,True,False
1908,"Placer County Unincorporated","Placer","California","RF 80 AC. MIN.","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
519,"Del Rio","Val Verde","Texas","R-M","R-M","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1519,"San Bruno","San Mateo","California","P-D","Planned Development","Planned","Planned",False,False,False,True,False
1519,"San Bruno","San Mateo","California","R-4","High Density Residential","Residential","Multi Family",True,True,True,True,False
1523,"San Rafael","Marin","California","NC","Neighborhood Commercial District 1800 Sq Ft Per Dwelling Unit","Overlay","Overlay",True,False,True,True,False
1909,"Bastrop","Bastrop","Texas","P-CS","Civic Space","Special","Special",NULL,NULL,NULL,NULL,NULL
2388,"Key West","Monroe","Florida","MDR-C","Coastal Medium Density Residential","Residential","Multi Family",True,True,True,True,False
1521,"San Leandro","Alameda","California","RS-VP","Residential Single Family View Preservation","Residential","Single Family",True,True,False,True,False
185,"Orlando","Orange","Florida","C/AN/SP","Conservation District","Special","Special",False,True,False,True,False
1750,"Lee County Unincorporated","Lee","Florida","RS-5","Residential Single Family","Residential","Single Family",True,False,True,True,False
3893,"San Mateo County Unincorporated","San Mateo","California","H-1/S-11","Limited Highway Frontage And Residential Density District Number 11","Commercial","Special Commercial",NULL,NULL,NULL,True,NULL
1908,"Placer County Unincorporated","Placer","California","SPL-RUSP","S PLAN","Special","Special",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-520","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3255,"Rockwall","Rockwall","Texas","PD-22","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
3893,"San Mateo County Unincorporated","San Mateo","California","PUD-121/DR/CD","Planned Unit Development Design Review and Coastal Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2718,"Rocklin","Placer","California","VP","Vernal Pool Reserve","Special","Special",NULL,NULL,NULL,NULL,NULL
2917,"Bryan","Brazos","Texas","DT-N","Downtown North","Mixed","Mixed Use",True,False,True,True,False
56,"Torrance","Los Angeles","California","MRP","Meadow Park Redevelopment Project","Special","Special",NULL,NULL,NULL,NULL,NULL
1543,"Tustin","Orange","California","R3","Multiple Family Residential","Residential","Multi Family",True,True,True,True,False
185,"Orlando","Orange","Florida","C/T/W/RP","Conservation District","Special","Special",False,True,False,True,False
3592,"Marco Island","Collier","Florida","P/ST","Public Use Special Treatment","Special","Special",NULL,NULL,NULL,NULL,NULL
1903,"Sarasota","Sarasota","Florida","RTD-9","Residential Transition District 9 Units Per Acre","Residential","Two Family",True,True,True,True,False
3255,"Rockwall","Rockwall","Texas","PD-41","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
3255,"Rockwall","Rockwall","Texas","PD-60","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
2716,"Sanford","Seminole","Florida","RMOI","Multiple-Family Residential-Office-Institutional","Residential","Multi Family",False,False,True,True,False
295,"Palo Alto","Santa Clara","California","RM-20","Low Density Multiple Family Residence","Residential","Multi Family",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-605","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-609","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
655,"Doral","Miami-Dade","Florida","PUD","Planned Unit Development","Planned","Planned",True,False,False,True,False
216,"San Francisco","San Francisco","California","RTO","Residential Transit Oriented District","Residential","Special",True,False,False,True,False
1358,"Garland","Dallas","Texas","PD-SF-5","Planned Development Single Family 5","Planned","Planned",True,False,False,True,False
4439,"Palm Springs","Riverside","California","R-1-C","Single Family Residential Zone Ten Thousand Square Feet","Residential","Single Family",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-699","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-728","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
