"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
3487,"Groveland","Lake","Florida","T-E","Town Edge","Residential","Multi Family",True,False,True,True,True
2288,"Clearwater","Pinellas","Florida","MDR-NCOD ISLAND EST","Medium Density Residential - Island Estates Neighborhood Conservation Overlay District","Overlay","Overlay",True,False,False,True,False
1908,"Placer County Unincorporated","Placer","California","RM-DL10 PD = 1","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
95,"Calabasas","Los Angeles","California","RR","Rural Residential","Residential","Single Family",True,False,False,True,False
4439,"Palm Springs","Riverside","California","M-2","Manufacturing","Industrial","Industrial",True,False,True,True,False
3617,"Lake Wales","Polk","Florida","I-2","Industrial Infill","Industrial","Light Industrial",True,False,False,True,False
1553,"Westminster","Orange","California","R5","Multiple Family Residential 19 To 25 Units Acre District","Residential","Multi Family",True,True,True,True,False
811,"Brea","Orange","California","R-1-5000","Single Family Residential 5000","Residential","Single Family",True,False,True,True,False
1344,"Ferris","Ellis","Texas","PD-2","PLANNED DEVELOPMENT DISTRICT","Planned",NULL,NULL,NULL,NULL,NULL,NULL
1547,"Laguna Niguel","Orange","California","RP","Planned Residential","Planned","Planned",True,True,True,True,False
125,"Irvine","Orange","California","5.6","Business Park","Commercial","Special Commercial",True,False,False,True,False
4284,"Alachua","Alachua","Florida","ILW","Light Industrial And Warehousing","Industrial","Light Industrial",True,False,False,True,False
512,"Huntington Beach","Orange","California","SP6-O","Specific Plan Oil Production Overlay Zone","Overlay","Overlay",False,False,False,False,False
